,actor,año,plataforma
38765,mandy amano,2007,amazon
38766, kellan lutz,2007,amazon
38767, marnette patterson,2007,amazon
38768,marina resa,2009,amazon
38769, toonyun,2009,amazon
38770, akiko shima,2009,amazon
38771,gunter ziegler,2008,amazon
38772, wendi jean linn,2008,amazon
38773, gwen trevathan,2008,amazon
38774,rebecca foster,2002,amazon
38775, mario acosta,2002,amazon
38776, leticia andrade,2002,amazon
38777,danny trejo,2021,amazon
38778, steele stebbins,2021,amazon
38779, john deluca,2021,amazon
38780, wendy braun,2021,amazon
38781, tricia o'kelley,2021,amazon
38782, connor del rio,2021,amazon
38783, michael patrick mcgill,2021,amazon
38784, adam herschman,2021,amazon
38785, regan burns,2021,amazon
38786, skye townsend,2021,amazon
38787,antonio banderas,1995,amazon
38788, joaquim de almeida,1995,amazon
38789, salma hayek,1995,amazon
38790, steve buscemi,1995,amazon
38791, cheech marin,1995,amazon
38792, quentin tarantino,1995,amazon
38793,bizzy bone,2003,amazon
38794, stacy arnell,2003,amazon
38795, janice butler,2003,amazon
38796,cassandra church,2007,amazon
38797, jack quinn,2007,amazon
38798, victoria ullmann,2007,amazon
38799,craig shoemaker,2007,amazon
38800,corin nemec,2007,amazon
38801, amy lyndon,2007,amazon
38802,rachel leigh cook,2009,amazon
38803, alyssa bartholomew,2009,amazon
38804, robert john brwer,2009,amazon
38805,valente rodriguez,2010,amazon
38806, erlinda navarro,2010,amazon
38807, demetrius navarro,2010,amazon
38808,tony goodman aik odiase nazareth jason,2021,amazon
38809,kirk harris,2013,amazon
38810, ryan balance,2013,amazon
38811, michael madsen,2013,amazon
38812,raymelle a adams,2021,amazon
38813, jennifer chandler,2021,amazon
38814, joey zsa zsa,2021,amazon
38815, chevy terrill,2021,amazon
38816, isaiah burns,2021,amazon
38817,alessandro bressanello,2021,amazon
38818, samantha castillo,2021,amazon
38819, anna jimskaya,2021,amazon
38820, nadiah m. din,2021,amazon
38821, pino ammendola,2021,amazon
38822,will dennis,2020,amazon
38823, kelsea bauman-murphy,2020,amazon
38824, kathryn grody,2020,amazon
38825, eddie alfano,2020,amazon
38826, taylor hess,2020,amazon
38827,tommy davidson,1991,amazon
38828,alyssa lobit,2009,amazon
38829, catherine kresge,2009,amazon
38830, alexis rhee,2009,amazon
38831, johnny whitworth,2009,amazon
38832, ilene graff,2009,amazon
38833, josh pence,2009,amazon
38834, frank merino,2009,amazon
38835, daniel zacapa,2009,amazon
38836, jennifer blanc,2009,amazon
38837, angela oh,2009,amazon
38838, rob moran,2009,amazon
38839, austin basis,2009,amazon
38840, tria xiong,2009,amazon
38841, marshall manesh,2009,amazon
38842, amaris dupree,2009,amazon
38843, marilyn arias,2009,amazon
38844, billy cowart,2009,amazon
38845, judy jean kwon,2009,amazon
38846, christopher michael disalvo,2009,amazon
38847, justin huen,2009,amazon
38848, donnie faught,2009,amazon
38849, tonya kay,2009,amazon
38850,adam driver,2019,amazon
38851, annette bening,2019,amazon
38852, jon hamm,2019,amazon
38853, corey stoll,2019,amazon
38854, maura tierney,2019,amazon
38855, michael c. hall,2019,amazon
38856, ted levine,2019,amazon
38857, tim blake nelson,2019,amazon
38858,mammootty,2021,amazon
38859, manju warrier,2021,amazon
38860, ameya mathew,2021,amazon
38861, nikhila vimal,2021,amazon
38862, baby monica,2021,amazon
38863,edvin endre,2018,amazon
38864, james bloor,2018,amazon
38865, aiste dirziute,2018,amazon
38866,mamie gummer,2017,amazon
38867, jenna thiam,2017,amazon
38868, max deacon,2017,amazon
38869, richard coyle,2017,amazon
38870, tom riley,2017,amazon
38871, frances de la tour,2017,amazon
38872,ron perlman,1995,amazon
38873, daniel emilfork,1995,amazon
38874, judith vittet,1995,amazon
38875, dominique pinon,1995,amazon
38876, jean-claude dreyfus,1995,amazon
38877, mathieu kassovitz,1995,amazon
38878, jean-louis trintignant,1995,amazon
38879, rufus,1995,amazon
38880,dusty russell,1973,amazon
38881, buddy love,1973,amazon
38882, gene drew,1973,amazon
38883,casper van dien,2006,amazon
38884, tony plana,2006,amazon
38885, danny trejo,2006,amazon
38886, kevin grevioux,2006,amazon
38887, jennifer o'dell,2006,amazon
38888,test actor 1,2019,amazon
38889, test actor 2,2019,amazon
38890,ravikanth,2021,amazon
38891, prasad,2021,amazon
38892,jim caviezel,2009,amazon
38893, sophia myles,2009,amazon
38894, john hurt,2009,amazon
38895, ron perlman,2009,amazon
38896, jack huston,2009,amazon
38897,sissy spacek,2001,amazon
38898, peter coyote,2001,amazon
38899, terry kinney,2001,amazon
38900, alison pill,2001,amazon
38901, susannah hoffmann,2001,amazon
38902, cliff saunders,2001,amazon
38903, elva mai hoover,2001,amazon
38904, piper laurie,2001,amazon
38905, lindsay collins,2001,amazon
38906, murray oliver,2001,amazon
38907, stephen hunter,2001,amazon
38908, bruce mcfee,2001,amazon
38909, terry v. hart,2001,amazon
38910, brock clermont,2001,amazon
38911, danielle bouffard,2001,amazon
38912, jillian cook,2001,amazon
38913, robert gow,2001,amazon
38914, mai stanek,2001,amazon
38915, j.c. kenny,2001,amazon
38916, ezra perlman,2001,amazon
38917, jeremy wright,2001,amazon
38918, norma edwards,2001,amazon
38919, elizabeth goodyear,2001,amazon
38920, marvin hinz,2001,amazon
38921, richard blackburn,2001,amazon
38922, catherine burdon,2001,amazon
38923, eric coates,2001,amazon
38924, david gardner,2001,amazon
38925, maggie huculak,2001,amazon
38926, r.d. reid,2001,amazon
38927, amy stewart,2001,amazon
38928,brock riebe,2018,amazon
38929, ben muller,2018,amazon
38930, lillian lamour,2018,amazon
38931, david whitman,2018,amazon
38932, jonny blackstone,2018,amazon
38933, gerald o. heller,2018,amazon
38934, nicholas taylor,2018,amazon
38935, frank ondorf,2018,amazon
38936, collin bullock,2018,amazon
38937, paul russel,2018,amazon
38938,christian bale,2007,amazon
38939, cate blanchett,2007,amazon
38940, richard gere,2007,amazon
38941, heath ledger,2007,amazon
38942, julianne moore,2007,amazon
38943, michelle williams,2007,amazon
38944,gregory peck,1970,amazon
38945, tuesday weld,1970,amazon
38946, estelle parsons,1970,amazon
38947, charles durning,1970,amazon
38948, ralph meeker,1970,amazon
38949, nora denney,1970,amazon
38950, lonny chapman,1970,amazon
38951,gina la piana,2021,amazon
38952, robert miano,2021,amazon
38953, johann urb,2021,amazon
38954, silvia spross,2021,amazon
38955,manoj nandan,2021,amazon
38956, tanya choudhury,2021,amazon
38957, naval kishore,2021,amazon
38958, chalaki chanti,2021,amazon
38959, babloo,2021,amazon
38960,matt cook,2021,amazon
38961, diona reasonover,2021,amazon
38962, will sasso,2021,amazon
38963, laird macintosh,2021,amazon
38964, c.j. vana,2021,amazon
38965, ellen wong,2021,amazon
38966, jason genao,2021,amazon
38967, allison dunbar,2021,amazon
38968, sara rue,2021,amazon
38969, rachael leigh cook,2021,amazon
38970,prajwal panchangam,2021,amazon
38971, apoorva kumar,2021,amazon
38972, pramoth darshan s,2021,amazon
38973,sarah gadon,2015,amazon
38974, bel powley,2015,amazon
38975, jack reynor,2015,amazon
38976, rupert everett,2015,amazon
38977, emily watson,2015,amazon
38978,j.k. simmons,2018,amazon
38979, jake busey,2018,amazon
38980, noel gugliemi,2018,amazon
38981, bernard curry,2018,amazon
38982, lew temple,2018,amazon
38983, elizabeth de razzo,2018,amazon
38984,alun armstrong,2004,amazon
38985, paul freeman,2004,amazon
38986, tamsin greig,2004,amazon
38987,william s. hart,1925,amazon
38988, barbara bedford,1925,amazon
38989, lucien littlefield,1925,amazon
38990,tommy lee jones,2006,amazon
38991, barry pepper,2006,amazon
38992, julio cesar cedillo,2006,amazon
38993, dwight yoakam,2006,amazon
38994, january jones,2006,amazon
38995, melissa leo,2006,amazon
38996, levon helm,2006,amazon
38997, mel rodriguez,2006,amazon
38998, barry tubb,2006,amazon
38999, cecilia suárez,2006,amazon
39000,ann christy,1947,amazon
39001, luis alberni,1947,amazon
39002, bing crosby,1947,amazon
39003,katherine kelly,2013,amazon
39004, anne reid,2013,amazon
39005, james thornton,2013,amazon
39006, danny cunningham,2013,amazon
39007, maimie mccoy,2013,amazon
39008,marisa paredes,2001,amazon
39009, eduardo noriega,2001,amazon
39010, federico luppi,2001,amazon
39011, fernando tielve,2001,amazon
39012,geraldine chaplin,2002,amazon
39013, javier camara,2002,amazon
39014, leonor watling,2002,amazon
39015, dario grandinetti,2002,amazon
39016, rosario flores,2002,amazon
39017,rammstein,2016,amazon
39018,antonio banderas,2008,amazon
39019, meg ryan,2008,amazon
39020, colin hanks,2008,amazon
39021, selma blair,2008,amazon
39022,hector camacho,2020,amazon
39023, eric drath,2020,amazon
39024,james gandolfini,2007,amazon
39025, john travolta,2007,amazon
39026, salma hayek,2007,amazon
39027,kristy swanson,2021,amazon
39028, dean cain,2021,amazon
39029, eugene brave rock,2021,amazon
39030, kayden bryce,2021,amazon
39031,václav jirácek,2009,amazon
39032, ivan martinka,2009,amazon
39033, michal zebrowski,2009,amazon
39034, sarah zoe canner,2009,amazon
39035, maja ostaszewska,2009,amazon
39036,laura velez,1994,amazon
39037, jon seda,1994,amazon
39038, rita moreno,1994,amazon
39039, griffin dunne,1994,amazon
39040, jesse borrego,1994,amazon
39041, tomas melly,1994,amazon
39042,aidan bristow,2015,amazon
39043, gwendolyn garver,2015,amazon
39044, fernando gaviria,2015,amazon
39045,tom sizemore,2010,amazon
39046, tony curran,2010,amazon
39047, johnny messner,2010,amazon
39048,marisa peredes,1999,amazon
39049, penelope cruz,1999,amazon
39050, candela pena,1999,amazon
39051, cecilia roth,1999,amazon
39052, rosa maria sarda,1999,amazon
39053, antonia san juan,1999,amazon
39054,jennie garth,1994,amazon
39055, jill eikenberry,1994,amazon
39056, johnny galecki,1994,amazon
39057, paul sorvino,1994,amazon
39058,anna retonde,2021,amazon
39059, beatriz garcia,2021,amazon
39060, felipe titto,2021,amazon
39061, jerry smith,2021,amazon
39062, john drops,2021,amazon
39063, lexa,2021,amazon
39064, luan cavati,2021,amazon
39065, mc carol,2021,amazon
39066, murilo pereira,2021,amazon
39067, nathalia lucena,2021,amazon
39068, pabllo vittar,2021,amazon
39069, ramon bernardes,2021,amazon
39070, taynara nunes,2021,amazon
39071,satyadev,2019,amazon
39072, eesha rebba,2019,amazon
39073, musskan sethi,2019,amazon
39074, srikanth,2019,amazon
39075,timothy spall,2001,amazon
39076, michael begley,2001,amazon
39077, katy cavanagh,2001,amazon
39078,adam woronowicz,2017,amazon
39079, tadeusz chudecki,2017,amazon
39080, marcin kwaśny,2017,amazon
39081, cezary pazuwa,2017,amazon
39082, dominika figurska,2017,amazon
39083,bob hoskins,2000,amazon
39084, johann myers,2000,amazon
39085, danny nussbaum,2000,amazon
39086,liam gist,2021,amazon
39087, zakiya mathews,2021,amazon
39088, ashley mathaw,2021,amazon
39089, chelley chelle,2021,amazon
39090,mithun chakraborty,2002,amazon
39091, aparna sen,2002,amazon
39092, konkona sen sharma,2002,amazon
39093,a. v. m. rajan,1969,amazon
39094, sowkar janaki,1969,amazon
39095, nagesh,1969,amazon
39096, sachu,1969,amazon
39097,nicholas lyndhurst,2000,amazon
39098, geraldine mcewan,2000,amazon
39099, tim dantay,2000,amazon
39100, racquel cassidy,2000,amazon
39101,vasiliy shukshin,1975,amazon
39102, vyacheslav tikhonov,1975,amazon
39103, sergey bondarchuk,1975,amazon
39104, georgiy burkov,1975,amazon
39105,jeremy northam,1998,amazon
39106, joely richardson,1998,amazon
39107, anna friel,1998,amazon
39108, jonathan rhys myers,1998,amazon
39109,robson green,1997,amazon
39110, tara fitzgerald,1997,amazon
39111, rupert penry-jones,1997,amazon
39112,barbara stanwyck,1946,amazon
39113, van heflin,1946,amazon
39114, kirk douglas,1946,amazon
39115,alan rickman,2010,amazon
39116, emma thompson,2010,amazon
39117, david tennant,2010,amazon
39118,annabelle apsion,2000,amazon
39119, eileen atkins,2000,amazon
39120, ciaran hinds,2000,amazon
39121, anna massey,2000,amazon
39122, elizabeth spriggs,2000,amazon
39123, george cole,2000,amazon
39124,david suchet,1992,amazon
39125, peter capaldi,1992,amazon
39126,amanda burton,1996,amazon
39127, kevin mcnally,1996,amazon
39128, michelle fairley,1996,amazon
39129, bronagh gallagher,1996,amazon
39130, james ellis,1996,amazon
39131,william shatner,1972,amazon
39132, kim darby,1972,amazon
39133,aimee brooks,2005,amazon
39134, reggie bannister,2005,amazon
39135, weston blakesley,2005,amazon
39136,ron silver,2018,amazon
39137, tony lo bianco,2018,amazon
39138, blair brown,2018,amazon
39139,arjîn baysal,2019,amazon
39140, delîl pîran,2019,amazon
39141, cîhan seve,2019,amazon
39142, sahîre ozhan,2019,amazon
39143, ari̇f demi̇r,2019,amazon
39144,dolph lundgren,2005,amazon
39145, jerry springer,2005,amazon
39146,begoña palacios,1962,amazon
39147, erna martha bauman,1962,amazon
39148,poorva wachh,2021,amazon
39149, keith szarabajka,2021,amazon
39150,francisco miguez,2015,amazon
39151, denise fraga,2015,amazon
39152, fiuk,2015,amazon
39153,dawn french,1993,amazon
39154, rosemary leach,1993,amazon
39155, gemma jones,1993,amazon
39156, robert pugh,1993,amazon
39157,sienna guillory,2000,amazon
39158, rupert graves,2000,amazon
39159, robert daws,2000,amazon
39160, emma chamber,2000,amazon
39161, hugh bonneville,2000,amazon
39162, deborah cornelius,2000,amazon
39163, nina young,2000,amazon
39164, rupert vansittart,2000,amazon
39165,paul mcgann,2001,amazon
39166, sophie okonedo,2001,amazon
39167, steven mackintosh,2001,amazon
39168, pam ferris,2001,amazon
39169, susan lynch,2001,amazon
39170, sarah smart,2001,amazon
39171,tamieka buggage,2021,amazon
39172, april grant,2021,amazon
39173, shelby wynne,2021,amazon
39174, emerald bougere,2021,amazon
39175,konstantin lavysh,2016,amazon
39176, maria mashkova,2016,amazon
39177, natalya rudova,2016,amazon
39178, viktor verzhbitskiy,2016,amazon
39179, vyacheslav razbegaev,2016,amazon
39180,joachim fuchsberger,1972,amazon
39181, rudolf zehetgruber,1972,amazon
39182, kathrin oginski,1972,amazon
39183, heidi hansen,1972,amazon
39184,tessa peake-jones,2000,amazon
39185, aneirin hughes,2000,amazon
39186,john gielgud,1994,amazon
39187, rosemary harris,1994,amazon
39188, emily watson,1994,amazon
39189, michael mcshane,1994,amazon
39190, saskia reeves,1994,amazon
39191, paul rhys,1994,amazon
39192, paul bhattacharjee,1994,amazon
39193,john leguizamo,2005,amazon
39194, elizabeth pena,2005,amazon
39195, ana claudia talancon,2005,amazon
39196,christopher eccleston,2001,amazon
39197, jenna g.,2001,amazon
39198,ken stott,1997,amazon
39199, juliet stevenson,1997,amazon
39200,damian lewis,2011,amazon
39201, vicky mcclure,2011,amazon
39202, jo hartley,2011,amazon
39203, cosima shaw,2011,amazon
39204,stephen baldwin,2002,amazon
39205, kari wuhrer,2002,amazon
39206, benjamin king,2002,amazon
39207, scott williamson,2002,amazon
39208, michael gregory,2002,amazon
39209, george lazenby,2002,amazon
39210, george murdock,2002,amazon
39211, monique alexander,2002,amazon
39212, matt borlenghi,2002,amazon
39213, lavelle roby,2002,amazon
39214,susan lynch,2006,amazon
39215, joseph mawle,2006,amazon
39216, neil stuke,2006,amazon
39217, brendan coyle,2006,amazon
39218, diana martin,2006,amazon
39219, joanna dunbar,2006,amazon
39220,larry humphrey,2021,amazon
39221, eric roberts,2021,amazon
39222, noel g,2021,amazon
39223, tricia pyle,2021,amazon
39224, eliza roberts,2021,amazon
39225, melody parra,2021,amazon
39226,ioan gruffudd,2000,amazon
39227, nia roberts,2000,amazon
39228, sue jones-davies,2000,amazon
39229,pete postlethwaite,1994,amazon
39230, george costigan,1994,amazon
39231, kathy burke,1994,amazon
39232, moya brady,1994,amazon
39233,steve eaton,2015,amazon
39234, megan garcia,2015,amazon
39235, eric moyer,2015,amazon
39236, jazmyne van houten,2015,amazon
39237, dailen cowden,2015,amazon
39238,champ wong,1978,amazon
39239, wong tao,1978,amazon
39240,frank artus qwasi blay jessica williams,2021,amazon
39241,dawn french,1997,amazon
39242, phil daniels,1997,amazon
39243, michael maloney,1997,amazon
39244,martin clunes,1999,amazon
39245, caroline goodall,1999,amazon
39246, martin jarvis,1999,amazon
39247,sue johnston,2001,amazon
39248, alun armstrong,2001,amazon
39249, robert pugh,2001,amazon
39250, angeline ball,2001,amazon
39251, mark lewis jones,2001,amazon
39252,brian cox,2002,amazon
39253, brendan gleeson,2002,amazon
39254, peter mcdonald,2002,amazon
39255, conor mullen,2002,amazon
39256,kerry fox,1995,amazon
39257, douglas hodge,1995,amazon
39258, john hurt,1995,amazon
39259, sonny chatwiriyachai,1995,amazon
39260,jake roche,2010,amazon
39261, daisy head,2010,amazon
39262, paterson joseph,2010,amazon
39263,serinda swan,2020,amazon
39264, diego boneta,2020,amazon
39265, pollyanna mcintosh,2020,amazon
39266, jake lockett,2020,amazon
39267, vanessa dubasso,2020,amazon
39268,linus roach,1995,amazon
39269, tom wilkinson,1995,amazon
39270, cathy tyson,1995,amazon
39271, robert carlyle,1995,amazon
39272,eddie shin,2008,amazon
39273, jaime winstone,2008,amazon
39274, carl weathers,2008,amazon
39275,claire goose,2006,amazon
39276, tom goodman-hill,2006,amazon
39277, aidan mcardle,2006,amazon
39278, clare keelan,2006,amazon
39279, bruce mackinnan,2006,amazon
39280,claire goose,2006,amazon
39281, tom goodman-hill,2006,amazon
39282, clare keelan,2006,amazon
39283, bruce mackinnon,2006,amazon
39284,robert palfrader,2016,amazon
39285, tobias moretti,2016,amazon
39286, thomas rizzoli,2016,amazon
39287, harald windisch,2016,amazon
39288,james nesbitt,2004,amazon
39289, emily bruni,2004,amazon
39290, siobhan finneran,2004,amazon
39291,siri,2021,amazon
39292, nanda,2021,amazon
39293, ranga,2021,amazon
39294, geetha,2021,amazon
39295, bangar raju,2021,amazon
39296,judith light,1996,amazon
39297, r.h. thomson,1996,amazon
39298, johnny galecki,1996,amazon
39299, laura harris,1996,amazon
39300,momoka kurumizawa,2021,amazon
39301, chiaki sakamoto,2021,amazon
39302,kate maberly,1997,amazon
